mun_code,year,im,im_perinat,im_cong,im_illdef,im_infec,im_resp,im_endoc,im_exter,im_nerv,im_circ,im_blood,im_digest,im_eye,im_neop,im_apc,im_napc
110000,2000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110000,2001,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
110000,2002,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110000,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110000,2006,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
110000,2007,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110000,2008,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110000,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110001,2000,10,4,0,3,2,1,0,0,0,0,0,0,0,0,0,10
110001,2001,12,4,3,0,1,1,1,0,0,1,0,0,1,0,3,9
110001,2002,12,3,1,1,1,5,0,0,0,1,0,0,0,0,0,12
110001,2003,6,2,0,1,2,0,0,0,0,0,0,1,0,0,2,4
110001,2004,5,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5
110001,2005,12,5,2,5,0,0,0,0,0,0,0,0,0,0,0,12
110001,2006,8,4,1,1,1,0,1,0,0,0,0,0,0,0,1,7
110001,2007,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4
110001,2008,8,3,3,1,0,0,0,0,0,0,0,0,1,0,0,8
110001,2009,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4
110001,2010,10,6,2,1,0,0,0,0,0,0,0,0,0,1,0,10
110001,2011,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6
110001,2012,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,5
110001,2013,7,4,1,1,1,0,0,0,0,0,0,0,0,0,1,6
110001,2014,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110001,2015,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,7
110001,2016,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
110001,2017,5,0,3,0,1,0,0,0,0,0,0,1,0,0,1,4
110001,2018,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
110001,2019,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
110002,2000,30,12,2,1,5,5,1,0,1,0,1,0,2,0,6,24
110002,2001,30,21,0,3,4,1,0,0,0,0,1,0,0,0,2,28
110002,2002,32,22,1,1,2,1,1,1,2,0,0,1,0,0,3,29
110002,2003,29,15,4,3,4,1,1,0,0,0,1,0,0,0,4,25
110002,2004,21,13,1,4,1,2,0,0,0,0,0,0,0,0,1,20
110002,2005,20,14,2,1,1,2,0,0,0,0,0,0,0,0,1,19
110002,2006,27,18,4,1,1,2,0,0,0,1,0,0,0,0,0,27
110002,2007,21,13,5,1,0,0,0,2,0,0,0,0,0,0,0,21
110002,2008,39,26,5,2,4,0,0,1,1,0,0,0,0,0,0,39
110002,2009,16,9,5,2,0,0,0,0,0,0,0,0,0,0,0,16
110002,2010,20,14,3,1,1,0,0,1,0,0,0,0,0,0,0,20
110002,2011,15,10,2,1,2,0,0,0,0,0,0,0,0,0,2,13
110002,2012,15,10,3,0,1,1,0,0,0,0,0,0,0,0,1,14
110002,2013,19,10,4,0,1,1,0,2,1,0,0,0,0,0,1,18
110002,2014,23,14,2,0,1,3,0,0,0,2,0,1,0,0,2,21
110002,2015,18,9,3,0,0,5,0,0,0,0,0,0,0,1,0,18
110002,2016,25,10,12,1,1,0,0,0,0,0,0,0,1,0,1,24
110002,2017,23,11,6,2,2,0,0,0,0,0,1,1,0,0,2,21
110002,2018,26,15,3,0,2,2,0,1,1,1,1,0,0,0,2,24
110002,2019,18,8,6,0,1,0,0,0,2,0,0,1,0,0,1,17
110003,2000,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
110003,2001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110003,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2004,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4
110003,2006,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110003,2008,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
110003,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110003,2011,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110003,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2014,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110003,2015,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110003,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,2019,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110004,2000,27,18,3,0,1,1,0,0,3,0,1,0,0,0,1,26
110004,2001,28,17,7,3,0,0,1,0,0,0,0,0,0,0,0,28
110004,2002,37,21,4,2,3,3,1,1,1,0,0,1,0,0,3,34
110004,2003,21,15,2,2,1,0,1,0,0,0,0,0,0,0,1,20
110004,2004,24,16,3,0,1,1,0,2,0,0,1,0,0,0,2,22
110004,2005,21,15,2,2,0,2,0,0,0,0,0,0,0,0,0,21
110004,2006,24,12,7,0,0,1,0,0,3,1,0,0,0,0,0,24
110004,2007,18,12,4,0,0,1,0,1,0,0,0,0,0,0,0,18
110004,2008,20,12,5,1,0,0,1,1,0,0,0,0,0,0,1,19
110004,2009,23,11,6,0,3,2,0,1,0,0,0,0,0,0,2,21
110004,2010,15,8,3,0,1,2,0,0,0,0,0,0,1,0,0,15
110004,2011,12,7,4,0,0,0,0,1,0,0,0,0,0,0,0,12
110004,2012,17,10,3,0,0,0,0,3,0,1,0,0,0,0,0,17
110004,2013,18,12,3,0,1,0,0,0,0,2,0,0,0,0,0,18
110004,2014,23,13,7,0,1,0,0,1,1,0,0,0,0,0,0,23
110004,2015,25,11,6,0,3,3,0,1,0,0,0,1,0,0,2,23
110004,2016,17,11,5,0,0,0,0,0,0,1,0,0,0,0,0,17
110004,2017,14,8,2,0,1,2,0,1,0,0,0,0,0,0,2,12
110004,2018,19,8,7,0,1,0,0,0,0,1,0,0,1,1,0,19
110004,2019,7,2,1,0,2,0,1,1,0,0,0,0,0,0,1,6
110005,2000,5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,4
110005,2001,5,2,1,0,0,0,0,0,1,0,0,1,0,0,0,5
110005,2002,9,5,2,1,0,1,0,0,0,0,0,0,0,0,1,8
110005,2003,9,5,0,0,3,1,0,0,0,0,0,0,0,0,1,8
110005,2004,5,3,0,0,0,2,0,0,0,0,0,0,0,0,1,4
110005,2005,5,2,0,1,0,0,0,2,0,0,0,0,0,0,0,5
110005,2006,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110005,2007,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3
110005,2008,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,5
110005,2009,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110005,2010,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110005,2011,4,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
110005,2012,6,2,1,0,0,0,0,2,0,0,0,1,0,0,0,6
110005,2013,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
110005,2014,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,4
110005,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110005,2016,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2
110005,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110005,2018,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4
110005,2019,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
110006,2000,8,4,0,1,0,2,1,0,0,0,0,0,0,0,1,7
110006,2001,7,4,0,1,0,1,0,0,0,0,0,0,1,0,0,7
110006,2002,5,4,0,0,0,1,0,0,0,0,0,0,0,0,1,4
110006,2003,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110006,2004,8,6,1,0,1,0,0,0,0,0,0,0,0,0,1,7
110006,2005,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
110006,2006,10,7,0,2,1,0,0,0,0,0,0,0,0,0,0,10
110006,2007,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,5
110006,2008,6,2,2,0,0,0,1,1,0,0,0,0,0,0,0,6
110006,2009,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
110006,2010,9,6,1,0,0,1,0,1,0,0,0,0,0,0,0,9
110006,2011,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2
110006,2012,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110006,2013,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
110006,2014,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110006,2015,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
110006,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110006,2017,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,5
110006,2018,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110006,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110007,2000,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
110007,2001,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
110007,2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110007,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110007,2004,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,5
110007,2005,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
110007,2006,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
110007,2009,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
110007,2010,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
110007,2011,4,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3
110007,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110007,2014,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
110007,2016,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
110007,2017,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110007,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110008,2000,7,2,2,1,1,1,0,0,0,0,0,0,0,0,1,6
110008,2001,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
110008,2002,7,4,1,0,1,1,0,0,0,0,0,0,0,0,2,5
110008,2003,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2
110008,2004,7,3,0,0,2,2,0,0,0,0,0,0,0,0,1,6
110008,2005,10,5,1,0,0,1,2,0,0,0,1,0,0,0,3,7
110008,2006,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
110008,2007,7,4,1,0,1,0,1,0,0,0,0,0,0,0,2,5
110008,2008,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4
110008,2009,6,3,0,0,0,1,1,0,1,0,0,0,0,0,0,6
110008,2010,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
110008,2011,7,4,2,0,0,0,0,0,0,1,0,0,0,0,0,7
110008,2012,4,0,2,0,0,1,0,0,0,0,0,0,1,0,0,4
110008,2013,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
110008,2014,5,1,0,0,2,1,0,1,0,0,0,0,0,0,2,3
110008,2015,7,5,1,0,0,0,0,0,0,0,0,0,1,0,0,7
110008,2016,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4
110008,2017,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,7
110008,2018,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
110008,2019,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,6
110009,2000,13,8,3,0,0,1,0,1,0,0,0,0,0,0,1,12
110009,2001,14,6,2,2,1,2,1,0,0,0,0,0,0,0,1,13
110009,2002,9,4,1,0,1,1,1,0,0,0,0,0,0,1,2,7
110009,2003,12,8,2,0,1,0,0,1,0,0,0,0,0,0,0,12
110009,2004,10,5,2,0,1,0,0,0,0,1,1,0,0,0,1,9
110009,2005,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12
110009,2006,8,4,0,0,1,1,0,0,1,0,0,1,0,0,1,7
110009,2007,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6
110009,2008,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,8
110009,2009,8,4,0,0,0,4,0,0,0,0,0,0,0,0,1,7
110009,2010,12,2,5,1,0,2,0,1,1,0,0,0,0,0,0,12
110009,2011,10,4,3,0,1,1,0,1,0,0,0,0,0,0,1,9
110009,2012,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6
110009,2013,8,3,3,1,0,0,0,0,0,0,0,0,0,1,0,8
110009,2014,11,5,0,1,2,1,0,0,0,1,0,0,0,1,0,11
110009,2015,8,4,2,1,0,0,0,0,1,0,0,0,0,0,0,8
110009,2016,7,2,2,0,0,3,0,0,0,0,0,0,0,0,0,7
110009,2017,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
110009,2018,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,6
110009,2019,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8
110010,2000,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,8
110010,2001,13,8,0,0,0,0,1,1,0,1,2,0,0,0,1,12
110010,2002,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
110010,2003,15,10,2,0,1,1,1,0,0,0,0,0,0,0,2,13
110010,2004,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5
110010,2005,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,14
110010,2006,14,8,1,2,0,0,1,1,0,0,0,0,0,1,0,14
110010,2007,13,8,2,1,1,0,1,0,0,0,0,0,0,0,2,11
110010,2008,18,10,3,1,0,1,2,0,1,0,0,0,0,0,1,17
110010,2009,17,7,4,3,1,0,1,0,1,0,0,0,0,0,2,15
110010,2010,16,12,2,0,0,2,0,0,0,0,0,0,0,0,0,16
110010,2011,12,6,4,0,2,0,0,0,0,0,0,0,0,0,1,11
110010,2012,11,5,3,0,2,0,1,0,0,0,0,0,0,0,2,9
110010,2013,11,7,1,1,0,0,0,2,0,0,0,0,0,0,0,11
110010,2014,19,12,3,1,1,2,0,0,0,0,0,0,0,0,1,18
110010,2015,16,5,6,1,1,1,1,0,0,1,0,0,0,0,1,15
110010,2016,16,6,6,1,0,0,1,0,0,0,0,0,2,0,1,15
110010,2017,18,7,3,2,1,2,0,0,1,0,2,0,0,0,2,16
110010,2018,22,8,10,1,0,1,0,1,0,0,0,0,1,0,1,21
110010,2019,8,3,3,0,0,1,0,0,0,0,1,0,0,0,0,8
110011,2000,28,18,3,0,2,4,1,0,0,0,0,0,0,0,3,25
110011,2001,26,18,0,2,1,5,0,0,0,0,0,0,0,0,3,23
110011,2002,22,12,2,2,2,1,0,2,1,0,0,0,0,0,4,18
110011,2003,21,10,3,3,1,4,0,0,0,0,0,0,0,0,3,18
110011,2004,23,10,5,1,1,3,2,1,0,0,0,0,0,0,4,19
110011,2005,12,4,2,2,2,1,0,1,0,0,0,0,0,0,1,11
110011,2006,18,10,1,1,6,0,0,0,0,0,0,0,0,0,3,15
110011,2007,13,7,2,1,3,0,0,0,0,0,0,0,0,0,1,12
110011,2008,12,6,1,1,1,3,0,0,0,0,0,0,0,0,0,12
110011,2009,15,11,2,0,0,1,0,0,0,1,0,0,0,0,1,14
110011,2010,16,8,2,1,1,2,0,0,1,0,0,1,0,0,1,15
110011,2011,7,1,2,0,1,1,0,0,0,0,1,1,0,0,1,6
110011,2012,11,6,2,2,1,0,0,0,0,0,0,0,0,0,0,11
110011,2013,13,5,1,0,1,2,0,1,1,0,1,0,1,0,0,13
110011,2014,9,2,3,2,2,0,0,0,0,0,0,0,0,0,0,9
110011,2015,12,6,2,0,0,1,1,0,1,0,0,1,0,0,0,12
110011,2016,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,10
110011,2017,7,3,2,1,0,0,0,0,1,0,0,0,0,0,1,6
110011,2018,11,8,1,0,1,0,0,0,1,0,0,0,0,0,0,11
110011,2019,4,0,2,0,0,1,0,0,1,0,0,0,0,0,1,3
110012,2000,76,44,2,13,6,6,0,1,3,1,0,0,0,0,7,69
110012,2001,48,29,2,11,1,4,1,0,0,0,0,0,0,0,1,47
110012,2002,33,19,4,4,4,1,1,0,0,0,0,0,0,0,3,30
110012,2003,43,26,3,6,2,1,1,1,2,1,0,0,0,0,4,39
110012,2004,44,31,2,3,2,3,0,0,1,1,0,1,0,0,0,44
110012,2005,51,29,8,2,1,4,5,1,1,0,0,0,0,0,4,47
110012,2006,34,20,6,1,1,4,0,1,1,0,0,0,0,0,1,33
110012,2007,42,28,5,0,2,4,0,2,0,0,0,1,0,0,3,39
110012,2008,29,15,5,0,2,2,1,1,0,1,0,1,0,1,4,25
110012,2009,37,21,8,3,1,3,0,0,0,1,0,0,0,0,0,37
110012,2010,45,17,6,11,0,3,1,5,1,0,0,0,1,0,2,43
110012,2011,29,13,8,0,3,3,1,0,0,0,0,0,1,0,1,28
110012,2012,25,14,6,0,0,0,0,2,0,3,0,0,0,0,1,24
110012,2013,27,14,2,0,4,1,1,1,0,1,1,2,0,0,3,24
110012,2014,23,14,6,1,1,1,0,0,0,0,0,0,0,0,2,21
110012,2015,33,13,14,0,1,3,0,0,1,0,0,0,1,0,0,33
110012,2016,20,7,7,0,2,2,1,0,0,0,1,0,0,0,1,19
110012,2017,23,13,4,1,1,2,0,2,0,0,0,0,0,0,1,22
110012,2018,39,20,12,0,0,2,0,1,1,0,2,0,1,0,0,39
110012,2019,25,16,7,0,1,1,0,0,0,0,0,0,0,0,1,24
110013,2000,11,4,1,1,0,1,2,1,0,0,1,0,0,0,2,9
110013,2001,11,5,4,1,0,0,0,1,0,0,0,0,0,0,0,11
110013,2002,8,3,0,2,0,2,0,1,0,0,0,0,0,0,0,8
110013,2003,13,5,1,4,0,2,0,0,0,0,0,0,1,0,0,13
110013,2004,13,5,2,1,2,2,0,1,0,0,0,0,0,0,1,12
110013,2005,7,4,0,1,0,1,0,0,0,0,0,1,0,0,0,7
110013,2006,8,4,1,0,2,0,0,0,0,0,0,1,0,0,1,7
110013,2007,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
110013,2008,13,6,1,0,1,3,1,0,0,0,0,0,1,0,2,11
110013,2009,10,2,1,1,2,1,1,0,1,1,0,0,0,0,2,8
110013,2010,6,2,2,1,1,0,0,0,0,0,0,0,0,0,1,5
110013,2011,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4
110013,2012,9,4,1,0,1,1,1,0,0,1,0,0,0,0,1,8
110013,2013,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,7
110013,2014,5,2,0,1,0,0,0,1,1,0,0,0,0,0,0,5
110013,2015,11,7,1,0,1,1,1,0,0,0,0,0,0,0,2,9
110013,2016,7,4,2,0,1,0,0,0,0,0,0,0,0,0,1,6
110013,2017,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3
110013,2018,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110013,2019,10,7,2,0,0,0,1,0,0,0,0,0,0,0,0,10
110014,2000,7,5,1,0,0,0,0,1,0,0,0,0,0,0,0,7
110014,2001,8,5,1,0,0,0,0,0,0,1,1,0,0,0,0,8
110014,2002,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110014,2003,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5
110014,2004,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5
110014,2005,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,6
110014,2006,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,5
110014,2007,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
110014,2008,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
110014,2009,7,3,1,0,1,1,0,1,0,0,0,0,0,0,1,6
110014,2010,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,7
110014,2011,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4
110014,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110014,2013,5,3,0,0,1,1,0,0,0,0,0,0,0,0,1,4
110014,2014,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,4
110014,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110014,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
110014,2018,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
110014,2019,8,5,1,0,2,0,0,0,0,0,0,0,0,0,0,8
110015,2000,25,15,3,2,2,1,1,0,1,0,0,0,0,0,2,23
110015,2001,18,11,0,1,1,3,1,0,0,0,0,0,1,0,0,18
110015,2002,18,10,3,0,1,1,1,1,0,0,1,0,0,0,1,17
110015,2003,13,8,2,0,0,0,1,0,1,0,0,0,0,1,2,11
110015,2004,17,12,3,2,0,0,0,0,0,0,0,0,0,0,0,17
110015,2005,11,4,1,2,1,2,0,0,1,0,0,0,0,0,1,10
110015,2006,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3
110015,2007,13,8,1,1,2,0,0,0,1,0,0,0,0,0,2,11
110015,2008,12,5,1,1,3,0,0,0,0,0,1,1,0,0,2,10
110015,2009,14,7,6,1,0,0,0,0,0,0,0,0,0,0,0,14
110015,2010,8,4,3,0,1,0,0,0,0,0,0,0,0,0,0,8
110015,2011,11,7,1,0,0,3,0,0,0,0,0,0,0,0,0,11
110015,2012,8,2,4,0,1,0,0,0,0,0,0,0,1,0,1,7
110015,2013,10,2,3,2,1,0,0,0,0,0,0,1,1,0,1,9
110015,2014,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
110015,2015,7,3,0,0,1,0,0,1,0,1,0,1,0,0,0,7
110015,2016,7,2,3,1,0,1,0,0,0,0,0,0,0,0,1,6
110015,2017,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
110015,2018,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,8
110015,2019,9,3,2,1,1,0,1,0,0,1,0,0,0,0,1,8
110018,2000,12,6,1,2,2,0,0,0,0,0,0,0,1,0,2,10
110018,2001,13,5,0,1,2,3,1,1,0,0,0,0,0,0,3,10
110018,2002,18,10,5,1,0,2,0,0,0,0,0,0,0,0,0,18
110018,2003,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7
110018,2004,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,16
110018,2005,9,3,2,1,3,0,0,0,0,0,0,0,0,0,2,7
110018,2006,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
110018,2007,4,1,0,0,2,0,0,1,0,0,0,0,0,0,1,3
110018,2008,8,4,3,0,0,1,0,0,0,0,0,0,0,0,0,8
110018,2009,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
110018,2010,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10
110018,2011,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,8
110018,2012,9,4,2,0,2,0,0,0,0,1,0,0,0,0,1,8
110018,2013,12,4,5,0,0,1,0,0,0,0,1,0,1,0,0,12
110018,2014,14,7,3,1,2,0,0,1,0,0,0,0,0,0,2,12
110018,2015,9,5,3,0,1,0,0,0,0,0,0,0,0,0,0,9
110018,2016,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
110018,2017,9,7,0,0,1,0,0,1,0,0,0,0,0,0,1,8
110018,2018,8,4,3,0,1,0,0,0,0,0,0,0,0,0,0,8
110018,2019,8,3,4,0,0,0,0,0,0,0,0,0,0,1,0,8
110020,2000,294,206,26,8,13,19,7,2,2,2,4,3,1,1,19,275
110020,2001,230,139,29,11,19,12,4,3,3,5,2,3,0,0,17,213
110020,2002,250,153,40,10,13,13,8,2,5,2,1,1,1,1,15,235
110020,2003,100,54,17,8,7,5,3,0,2,1,1,1,1,0,7,93
110020,2004,200,133,31,11,4,9,1,4,1,1,0,5,0,0,6,194
110020,2005,195,117,37,9,13,6,1,2,2,2,1,4,0,1,10,185
110020,2006,173,104,32,5,9,8,6,2,5,2,0,0,0,0,10,163
110020,2007,168,86,33,6,16,10,6,4,1,2,1,2,1,0,19,149
110020,2008,129,75,26,5,8,6,1,3,2,1,0,2,0,0,6,123
110020,2009,151,79,33,4,14,11,2,2,2,2,0,1,1,0,14,137
110020,2010,172,93,32,4,11,13,3,2,3,4,1,2,2,2,12,160
110020,2011,108,48,34,3,7,8,1,3,0,2,0,2,0,0,4,104
110020,2012,128,67,23,5,13,7,2,4,4,1,0,1,1,0,5,123
110020,2013,124,57,31,1,13,8,1,4,1,3,1,2,2,0,11,113
110020,2014,121,55,33,3,13,9,1,1,2,1,0,2,1,0,10,111
110020,2015,121,73,24,4,3,6,0,1,1,2,1,0,5,1,4,117
110020,2016,134,75,32,2,8,2,5,2,2,0,1,1,3,1,4,130
110020,2017,121,51,37,4,11,10,2,2,0,2,1,0,1,0,9,112
110020,2018,107,44,28,0,9,4,5,5,3,4,1,2,2,0,7,100
110020,2019,110,63,25,1,4,5,1,6,0,1,1,2,0,1,2,108
110025,2000,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,14
110025,2001,8,6,0,0,1,0,1,0,0,0,0,0,0,0,2,6
110025,2002,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
110025,2003,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4
110025,2004,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110025,2005,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
110025,2006,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2
110025,2007,5,1,0,0,2,1,0,0,0,0,0,1,0,0,1,4
110025,2008,9,6,1,1,1,0,0,0,0,0,0,0,0,0,1,8
110025,2009,10,5,1,1,0,0,1,0,1,1,0,0,0,0,0,10
110025,2010,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
110025,2011,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,8
110025,2012,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
110025,2013,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
110025,2014,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
110025,2015,5,2,1,1,0,0,1,0,0,0,0,0,0,0,1,4
110025,2016,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
110025,2017,11,4,3,1,2,0,1,0,0,0,0,0,0,0,2,9
110025,2018,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
110025,2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110026,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110026,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110026,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110026,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110026,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110026,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110028,2000,25,17,1,1,3,1,1,0,0,1,0,0,0,0,4,21
110028,2001,19,14,2,1,2,0,0,0,0,0,0,0,0,0,1,18
