mun_code,year,im,im_perinat,im_cong,im_illdef,im_infec,im_resp,im_endoc,im_exter,im_nerv,im_circ,im_blood,im_digest,im_eye,im_neop,im_apc,im_napc
130260,2008,606,319,149,28,40,24,14,4,8,4,4,4,4,4,31,575
130260,2009,590,332,151,22,26,17,7,6,7,8,1,4,5,4,23,567
130260,2010,539,261,146,28,32,32,9,6,8,2,6,3,3,3,22,517
130260,2011,544,268,158,18,26,30,9,8,8,4,1,10,3,1,21,523
130260,2012,560,267,168,20,29,43,6,7,6,2,3,7,0,2,24,536
130260,2013,635,273,200,19,39,58,8,7,13,8,0,7,1,2,34,601
130260,2014,591,282,182,18,38,38,6,7,8,5,0,5,2,0,33,558
130260,2015,558,277,161,12,31,37,1,14,9,2,1,10,1,2,25,533
130260,2016,506,245,126,20,40,38,2,9,6,4,1,10,3,2,35,471
130260,2017,558,266,135,25,49,46,8,9,4,1,0,5,6,4,44,514
130260,2018,534,248,147,15,29,45,2,6,11,5,4,13,4,5,48,486
130260,2019,524,244,169,8,23,31,10,11,9,1,1,10,5,2,39,485
130270,2000,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
130270,2001,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4
130270,2002,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,3
130270,2003,11,8,1,0,0,1,0,1,0,0,0,0,0,0,0,11
130270,2004,17,9,3,1,2,2,0,0,0,0,0,0,0,0,2,15
130270,2005,8,4,1,0,1,1,0,1,0,0,0,0,0,0,1,7
130270,2006,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
130270,2007,14,10,2,2,0,0,0,0,0,0,0,0,0,0,0,14
130270,2008,13,7,3,1,1,0,0,0,0,0,0,1,0,0,1,12
130270,2009,10,7,1,0,0,0,2,0,0,0,0,0,0,0,1,9
130270,2010,18,12,3,0,1,1,0,0,0,1,0,0,0,0,1,17
130270,2011,11,7,1,0,1,1,0,0,0,0,0,1,0,0,0,11
130270,2012,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,11
130270,2013,15,10,1,0,2,1,1,0,0,0,0,0,0,0,2,13
130270,2014,9,4,2,0,1,2,0,0,0,0,0,0,0,0,2,7
130270,2015,16,10,3,1,1,0,0,0,1,0,0,0,0,0,0,16
130270,2016,14,10,1,2,1,0,0,0,0,0,0,0,0,0,1,13
130270,2017,20,11,2,2,0,1,1,2,0,1,0,0,0,0,1,19
130270,2018,25,10,4,7,2,2,0,0,0,0,0,0,0,0,2,23
130270,2019,24,16,4,1,1,2,0,0,0,0,0,0,0,0,1,23
130280,2000,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3
130280,2001,11,7,1,2,1,0,0,0,0,0,0,0,0,0,0,11
130280,2002,10,6,0,2,0,2,0,0,0,0,0,0,0,0,0,10
130280,2003,10,2,0,6,0,1,1,0,0,0,0,0,0,0,1,9
130280,2004,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130280,2005,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4
130280,2006,7,2,1,0,2,0,1,1,0,0,0,0,0,0,3,4
130280,2007,5,2,0,1,1,1,0,0,0,0,0,0,0,0,2,3
130280,2008,10,7,1,1,0,0,0,0,0,0,0,0,1,0,0,10
130280,2009,7,3,1,0,0,1,0,1,1,0,0,0,0,0,0,7
130280,2010,10,5,0,1,1,0,1,0,0,0,1,0,1,0,1,9
130280,2011,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,5
130280,2012,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130280,2013,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,6
130280,2014,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,3
130280,2015,7,4,0,0,2,1,0,0,0,0,0,0,0,0,2,5
130280,2016,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
130280,2017,8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,8
130280,2018,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,4
130280,2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130290,2000,9,3,0,2,2,2,0,0,0,0,0,0,0,0,2,7
130290,2001,11,4,1,4,1,0,0,0,0,1,0,0,0,0,2,9
130290,2002,13,5,0,5,2,1,0,0,0,0,0,0,0,0,2,11
130290,2003,24,11,2,7,2,0,1,0,0,0,0,0,1,0,3,21
130290,2004,23,11,3,7,1,0,1,0,0,0,0,0,0,0,2,21
130290,2005,21,10,5,0,1,3,1,0,1,0,0,0,0,0,2,19
130290,2006,21,7,2,5,3,4,0,0,0,0,0,0,0,0,5,16
130290,2007,23,13,2,3,1,3,0,1,0,0,0,0,0,0,0,23
130290,2008,33,21,0,5,1,4,2,0,0,0,0,0,0,0,1,32
130290,2009,20,11,1,3,1,0,0,2,0,1,0,1,0,0,0,20
130290,2010,18,8,2,1,1,5,0,0,0,0,0,1,0,0,2,16
130290,2011,22,8,5,2,3,3,0,0,1,0,0,0,0,0,5,17
130290,2012,26,11,3,5,2,4,1,0,0,0,0,0,0,0,2,24
130290,2013,17,9,4,1,0,2,0,0,0,1,0,0,0,0,0,17
130290,2014,20,10,2,2,1,3,1,0,0,0,1,0,0,0,3,17
130290,2015,18,7,3,7,0,1,0,0,0,0,0,0,0,0,0,18
130290,2016,27,12,8,1,1,1,0,0,0,2,1,1,0,0,1,26
130290,2017,26,13,3,2,3,4,0,1,0,0,0,0,0,0,3,23
130290,2018,31,27,0,1,0,3,0,0,0,0,0,0,0,0,1,30
130290,2019,20,13,2,4,1,0,0,0,0,0,0,0,0,0,1,19
130300,2000,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,5
130300,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130300,2002,4,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3
130300,2003,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7
130300,2004,5,1,0,2,2,0,0,0,0,0,0,0,0,0,2,3
130300,2005,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5
130300,2006,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2
130300,2007,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
130300,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130300,2009,4,1,1,0,2,0,0,0,0,0,0,0,0,0,2,2
130300,2010,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
130300,2011,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
130300,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130300,2013,6,1,3,0,1,1,0,0,0,0,0,0,0,0,0,6
130300,2014,15,6,3,1,3,1,0,0,0,0,1,0,0,0,1,14
130300,2015,9,5,2,1,0,1,0,0,0,0,0,0,0,0,0,9
130300,2016,9,6,2,0,1,0,0,0,0,0,0,0,0,0,1,8
130300,2017,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
130300,2018,9,6,1,0,0,1,0,0,0,1,0,0,0,0,1,8
130300,2019,10,5,4,0,1,0,0,0,0,0,0,0,0,0,1,9
130310,2000,19,12,0,6,0,1,0,0,0,0,0,0,0,0,0,19
130310,2001,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0,10
130310,2002,16,7,1,5,2,1,0,0,0,0,0,0,0,0,1,15
130310,2003,7,4,0,1,0,1,1,0,0,0,0,0,0,0,2,5
130310,2004,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,8
130310,2005,14,6,1,1,3,2,0,0,1,0,0,0,0,0,0,14
130310,2006,10,6,1,0,1,2,0,0,0,0,0,0,0,0,1,9
130310,2007,8,5,0,1,1,0,1,0,0,0,0,0,0,0,1,7
130310,2008,4,1,1,0,0,2,0,0,0,0,0,0,0,0,1,3
130310,2009,12,6,1,2,1,0,0,1,0,1,0,0,0,0,0,12
130310,2010,11,4,1,3,1,0,1,1,0,0,0,0,0,0,2,9
130310,2011,13,8,1,0,2,1,0,0,0,0,1,0,0,0,0,13
130310,2012,8,2,2,1,0,0,2,1,0,0,0,0,0,0,1,7
130310,2013,13,7,1,1,1,3,0,0,0,0,0,0,0,0,1,12
130310,2014,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11
130310,2015,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7
130310,2016,12,4,4,1,2,0,0,0,0,0,1,0,0,0,2,10
130310,2017,10,6,2,0,1,1,0,0,0,0,0,0,0,0,1,9
130310,2018,13,6,2,0,0,1,2,1,1,0,0,0,0,0,2,11
130310,2019,14,8,0,2,2,2,0,0,0,0,0,0,0,0,3,11
130320,2000,16,3,0,10,2,0,0,0,0,0,1,0,0,0,1,15
130320,2001,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
130320,2002,10,3,0,5,1,0,1,0,0,0,0,0,0,0,2,8
130320,2003,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,4
130320,2004,9,3,1,4,0,0,0,0,1,0,0,0,0,0,0,9
130320,2005,5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,5
130320,2006,5,2,0,1,1,0,1,0,0,0,0,0,0,0,1,4
130320,2007,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
130320,2008,10,5,0,1,2,2,0,0,0,0,0,0,0,0,1,9
130320,2009,5,3,1,0,0,0,1,0,0,0,0,0,0,0,1,4
130320,2010,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2
130320,2011,6,1,1,2,0,1,1,0,0,0,0,0,0,0,1,5
130320,2012,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
130320,2014,6,0,3,0,3,0,0,0,0,0,0,0,0,0,2,4
130320,2015,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5
130320,2016,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
130320,2017,5,0,2,1,1,0,0,0,0,0,0,1,0,0,2,3
130320,2018,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2
130320,2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130330,2000,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2
130330,2001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130330,2002,7,5,0,1,1,0,0,0,0,0,0,0,0,0,1,6
130330,2003,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3
130330,2004,8,5,1,0,0,1,1,0,0,0,0,0,0,0,2,6
130330,2005,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4
130330,2006,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,7
130330,2007,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
130330,2008,8,6,1,0,1,0,0,0,0,0,0,0,0,0,1,7
130330,2009,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,9
130330,2010,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,5
130330,2011,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
130330,2012,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
130330,2013,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
130330,2014,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4
130330,2015,8,5,1,0,0,1,0,0,1,0,0,0,0,0,0,8
130330,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130330,2017,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
130330,2018,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,8
130330,2019,14,11,2,0,0,1,0,0,0,0,0,0,0,0,0,14
130340,2000,41,20,2,10,4,4,1,0,0,0,0,0,0,0,3,38
130340,2001,63,32,4,6,11,4,4,1,1,0,0,0,0,0,13,50
130340,2002,59,36,3,1,7,10,2,0,0,0,0,0,0,0,8,51
130340,2003,52,29,2,0,12,5,0,2,1,0,1,0,0,0,8,44
130340,2004,44,28,2,0,9,4,0,0,0,0,0,1,0,0,4,40
130340,2005,44,22,5,1,8,5,3,0,0,0,0,0,0,0,8,36
130340,2006,48,21,11,1,9,1,4,1,0,0,0,0,0,0,9,39
130340,2007,50,27,5,0,11,3,2,0,0,0,1,0,1,0,12,38
130340,2008,46,28,4,0,5,7,1,0,0,1,0,0,0,0,6,40
130340,2009,33,18,7,0,1,4,1,1,0,0,0,0,1,0,2,31
130340,2010,32,18,6,0,4,2,2,0,0,0,0,0,0,0,5,27
130340,2011,42,27,5,1,2,2,3,1,0,0,0,1,0,0,5,37
130340,2012,32,15,8,0,1,4,3,1,0,0,0,0,0,0,4,28
130340,2013,45,33,8,0,2,1,0,1,0,0,0,0,0,0,1,44
130340,2014,38,27,3,0,2,1,4,0,1,0,0,0,0,0,1,37
130340,2015,40,23,9,0,1,4,1,0,0,0,2,0,0,0,2,38
130340,2016,41,29,4,0,1,4,2,0,0,1,0,0,0,0,3,38
130340,2017,48,34,13,0,0,1,0,0,0,0,0,0,0,0,1,47
130340,2018,50,39,9,0,1,1,0,0,0,0,0,0,0,0,1,49
130340,2019,45,33,4,0,2,2,1,0,1,0,0,1,0,1,1,44
130350,2000,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
130350,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130350,2002,7,3,1,0,1,0,1,1,0,0,0,0,0,0,1,6
130350,2003,10,4,0,4,0,2,0,0,0,0,0,0,0,0,1,9
130350,2004,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,6
130350,2005,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
130350,2006,16,4,1,6,1,2,1,1,0,0,0,0,0,0,3,13
130350,2007,10,4,1,3,0,2,0,0,0,0,0,0,0,0,2,8
130350,2008,11,5,1,2,1,1,0,0,0,0,1,0,0,0,1,10
130350,2009,7,1,1,1,3,1,0,0,0,0,0,0,0,0,3,4
130350,2010,6,2,0,2,1,0,1,0,0,0,0,0,0,0,2,4
130350,2011,6,1,1,1,1,1,1,0,0,0,0,0,0,0,2,4
130350,2012,10,2,1,2,4,0,0,0,0,0,0,1,0,0,5,5
130350,2013,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6
130350,2014,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130350,2015,8,2,3,0,1,0,1,1,0,0,0,0,0,0,2,6
130350,2016,6,4,0,0,1,0,0,1,0,0,0,0,0,0,1,5
130350,2017,8,5,1,0,1,1,0,0,0,0,0,0,0,0,1,7
130350,2018,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
130350,2019,11,7,1,0,0,2,1,0,0,0,0,0,0,0,1,10
130353,2000,10,5,0,0,1,2,1,1,0,0,0,0,0,0,1,9
130353,2001,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
130353,2002,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
130353,2003,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5
130353,2004,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
130353,2005,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130353,2006,8,3,0,3,2,0,0,0,0,0,0,0,0,0,2,6
130353,2007,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5
130353,2008,9,3,2,1,1,0,2,0,0,0,0,0,0,0,1,8
130353,2009,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4
130353,2010,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
130353,2011,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5
130353,2012,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5
130353,2013,8,2,3,0,2,1,0,0,0,0,0,0,0,0,1,7
130353,2014,13,8,3,1,0,0,0,0,1,0,0,0,0,0,0,13
130353,2015,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5
130353,2016,7,4,1,0,1,0,0,0,0,0,1,0,0,0,0,7
130353,2017,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5
130353,2018,8,3,2,0,0,2,0,0,1,0,0,0,0,0,0,8
130353,2019,9,4,2,0,0,2,0,1,0,0,0,0,0,0,1,8
130356,2000,9,5,0,2,0,2,0,0,0,0,0,0,0,0,1,8
130356,2001,4,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2
130356,2002,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
130356,2003,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
130356,2004,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,4
130356,2005,7,4,1,0,2,0,0,0,0,0,0,0,0,0,1,6
130356,2006,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
130356,2007,7,0,3,2,0,1,1,0,0,0,0,0,0,0,0,7
130356,2008,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
130356,2009,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
130356,2010,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,9
130356,2011,10,5,4,0,1,0,0,0,0,0,0,0,0,0,0,10
130356,2012,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,5
130356,2013,4,2,0,0,1,0,1,0,0,0,0,0,0,0,2,2
130356,2014,11,5,3,2,0,1,0,0,0,0,0,0,0,0,0,11
130356,2015,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
130356,2016,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10
130356,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
130356,2018,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
130356,2019,9,3,5,0,0,1,0,0,0,0,0,0,0,0,0,9
130360,2000,7,1,3,0,1,2,0,0,0,0,0,0,0,0,1,6
130360,2001,5,2,0,1,2,0,0,0,0,0,0,0,0,0,1,4
130360,2002,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,6
130360,2003,14,6,0,3,1,3,1,0,0,0,0,0,0,0,2,12
130360,2004,10,1,0,3,1,3,0,1,0,0,1,0,0,0,2,8
130360,2005,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2
130360,2006,29,11,2,9,0,1,0,6,0,0,0,0,0,0,0,29
130360,2007,14,5,0,6,1,2,0,0,0,0,0,0,0,0,1,13
130360,2008,14,9,0,3,0,1,0,0,0,0,1,0,0,0,0,14
130360,2009,21,11,2,4,2,1,1,0,0,0,0,0,0,0,3,18
130360,2010,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6
130360,2011,7,2,0,2,0,0,1,2,0,0,0,0,0,0,1,6
130360,2012,9,4,0,0,0,0,0,3,0,0,1,0,1,0,0,9
130360,2013,11,4,1,0,2,4,0,0,0,0,0,0,0,0,3,8
130360,2014,6,1,0,0,1,3,1,0,0,0,0,0,0,0,2,4
130360,2015,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
130360,2016,9,6,0,2,0,0,0,0,1,0,0,0,0,0,0,9
130360,2017,8,2,0,0,3,2,1,0,0,0,0,0,0,0,3,5
130360,2018,10,3,0,2,1,2,0,0,0,0,0,1,1,0,1,9
130360,2019,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,4
130370,2000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
130370,2001,5,1,0,3,1,0,0,0,0,0,0,0,0,0,1,4
130370,2002,8,4,1,0,1,2,0,0,0,0,0,0,0,0,0,8
130370,2003,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
130370,2004,14,2,2,5,1,4,0,0,0,0,0,0,0,0,0,14
130370,2005,12,9,1,1,1,0,0,0,0,0,0,0,0,0,0,12
130370,2006,14,5,2,2,1,2,1,0,0,0,1,0,0,0,1,13
130370,2007,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,5
130370,2008,9,4,4,0,1,0,0,0,0,0,0,0,0,0,1,8
130370,2009,8,3,1,1,0,0,0,0,1,0,2,0,0,0,0,8
130370,2010,11,7,0,2,2,0,0,0,0,0,0,0,0,0,1,10
130370,2011,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6
130370,2012,23,13,4,2,1,3,0,0,0,0,0,0,0,0,0,23
130370,2013,12,5,0,1,0,5,0,0,0,0,0,0,1,0,1,11
130370,2014,15,7,0,0,2,5,1,0,0,0,0,0,0,0,3,12
130370,2015,14,10,3,0,0,0,1,0,0,0,0,0,0,0,1,13
130370,2016,12,6,1,1,1,2,1,0,0,0,0,0,0,0,2,10
130370,2017,12,6,3,1,0,1,1,0,0,0,0,0,0,0,1,11
130370,2018,8,2,4,0,0,0,0,1,0,0,1,0,0,0,0,8
130370,2019,14,8,1,1,2,2,0,0,0,0,0,0,0,0,1,13
130380,2000,39,16,1,9,3,7,3,0,0,0,0,0,0,0,7,32
130380,2001,27,9,0,9,3,1,3,0,0,0,0,0,1,1,6,21
130380,2002,40,16,5,11,0,4,3,0,1,0,0,0,0,0,2,38
130380,2003,38,16,1,11,5,3,1,0,0,1,0,0,0,0,4,34
130380,2004,51,17,3,4,9,10,7,1,0,0,0,0,0,0,12,39
130380,2005,49,12,5,0,17,7,5,1,1,0,0,1,0,0,20,29
130380,2006,53,19,10,5,7,9,1,2,0,0,0,0,0,0,8,45
130380,2007,47,20,3,8,7,6,1,1,0,0,1,0,0,0,9,38
130380,2008,54,17,4,8,3,16,3,2,0,1,0,0,0,0,8,46
130380,2009,55,18,4,10,11,11,1,0,0,0,0,0,0,0,13,42
130380,2010,31,9,4,11,4,2,1,0,0,0,0,0,0,0,5,26
130380,2011,37,15,2,13,0,5,1,0,0,0,0,1,0,0,1,36
130380,2012,40,14,4,3,8,4,4,1,1,1,0,0,0,0,9,31
130380,2013,42,17,1,5,11,4,3,0,0,0,0,1,0,0,10,32
130380,2014,36,10,2,5,7,5,3,2,0,1,0,1,0,0,7,29
130380,2015,38,14,1,3,6,8,3,0,1,1,0,0,1,0,7,31
130380,2016,44,20,3,0,9,3,3,0,1,3,0,2,0,0,12,32
130380,2017,41,19,6,2,6,2,5,0,0,0,1,0,0,0,10,31
130380,2018,34,20,2,1,7,3,0,0,1,0,0,0,0,0,5,29
130380,2019,29,14,2,1,3,7,2,0,0,0,0,0,0,0,7,22
130390,2000,6,2,0,1,1,1,1,0,0,0,0,0,0,0,3,3
130390,2001,10,4,0,3,1,1,1,0,0,0,0,0,0,0,2,8
130390,2002,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,8
130390,2003,10,3,2,3,0,2,0,0,0,0,0,0,0,0,0,10
130390,2004,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,7
130390,2005,6,2,3,0,0,0,1,0,0,0,0,0,0,0,1,5
130390,2006,9,5,1,0,1,1,1,0,0,0,0,0,0,0,2,7
130390,2007,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3
130390,2008,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4
130390,2009,12,8,2,0,0,1,1,0,0,0,0,0,0,0,1,11
130390,2010,16,4,1,11,0,0,0,0,0,0,0,0,0,0,0,16
130390,2011,22,10,3,7,0,0,1,0,0,0,1,0,0,0,1,21
130390,2012,34,12,1,3,4,7,6,0,0,0,0,1,0,0,7,27
130390,2013,29,15,2,0,1,6,5,0,0,0,0,0,0,0,4,25
130390,2014,32,7,1,0,8,8,7,1,0,0,0,0,0,0,8,24
130390,2015,23,9,4,0,3,5,2,0,0,0,0,0,0,0,6,17
130390,2016,18,3,4,1,1,4,4,0,0,0,0,0,1,0,7,11
130390,2017,18,8,1,2,4,0,1,0,0,0,2,0,0,0,4,14
130390,2018,27,8,4,5,1,4,5,0,0,0,0,0,0,0,4,23
130390,2019,23,11,2,1,3,5,0,0,0,0,0,1,0,0,4,19
130395,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130395,2002,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
130395,2003,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,4
130395,2004,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
130395,2005,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,5
130395,2006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
130395,2007,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
130395,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130395,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130395,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130395,2011,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,3
130395,2012,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5
130395,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130395,2014,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4
130395,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130395,2017,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
130395,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130395,2019,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
130400,2000,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4
130400,2001,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130400,2002,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
130400,2003,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130400,2004,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
130400,2005,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5
130400,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
130400,2007,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
130400,2008,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,4
130400,2009,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,4
130400,2010,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
130400,2011,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
130400,2012,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
130400,2013,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
130400,2014,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2
130400,2015,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
130400,2016,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
130400,2017,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
130400,2018,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
130400,2019,5,2,2,0,0,1,0,0,0,0,0,0,0,0,1,4
130406,2000,48,25,1,13,3,2,2,1,0,0,0,1,0,0,5,43
130406,2001,31,17,4,4,1,3,0,0,0,1,0,1,0,0,3,28
130406,2002,45,15,2,14,4,7,2,0,0,0,0,1,0,0,3,42
130406,2003,34,18,1,10,2,2,1,0,0,0,0,0,0,0,2,32
130406,2004,34,18,2,8,4,0,2,0,0,0,0,0,0,0,3,31
130406,2005,22,7,3,1,6,3,1,0,0,0,0,1,0,0,6,16
130406,2006,27,15,2,0,1,2,3,4,0,0,0,0,0,0,5,22
130406,2007,29,12,2,2,3,6,3,0,0,0,0,1,0,0,6,23
130406,2008,39,16,5,1,5,10,1,0,1,0,0,0,0,0,6,33
130406,2009,42,17,4,0,10,8,2,1,0,0,0,0,0,0,10,32
130406,2010,35,12,4,0,7,9,1,0,2,0,0,0,0,0,8,27
130406,2011,24,14,4,1,2,1,2,0,0,0,0,0,0,0,3,21
130406,2012,35,13,8,0,5,5,2,2,0,0,0,0,0,0,7,28
130406,2013,46,15,4,1,7,16,1,1,0,0,0,0,1,0,6,40
130406,2014,38,15,7,1,3,11,0,0,0,0,0,0,1,0,5,33
130406,2015,30,13,5,1,6,3,1,1,0,0,0,0,0,0,7,23
130406,2016,38,15,7,0,1,9,3,0,1,0,0,2,0,0,3,35
